,userId,movieId,rating,timestamp,title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
8533235,55589,6377,4.0,1528421261,Finding Nemo (2003),0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15401417,99785,3163,4.0,1168393670,Topsy-Turvy (1999),0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5238404,34038,223,5.0,1417206352,Clerks (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24537286,159464,7254,4.0,1446901102,The Butterfly Effect (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
370050,2535,6503,3.0,1169790843,Charlie's Angels: Full Throttle (2003),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
21573765,140274,3160,4.0,1568907485,Magnolia (1999),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6455906,41848,5010,5.0,1044900371,Black Hawk Down (2001),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6676633,43188,53894,4.0,1523134245,Sicko (2007),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
14261516,92336,1913,3.0,1206300304,Picnic at Hanging Rock (1975),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22092739,143617,78105,2.0,1514299776,Prince of Persia: The Sands of Time (2010),0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
11878281,77021,1257,3.0,1115505160,Better Off Dead... (1985),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20136706,130938,95167,4.0,1556928338,Brave (2012),0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418182,2886,165,3.0,834334834,Die Hard: With a Vengeance (1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22893143,148755,60040,3.5,1419277448,"Incredible Hulk, The (2008)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9921070,64376,1101,3.0,1144417171,Top Gun (1986),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16263141,105473,3967,3.5,1103741694,Billy Elliot (2000),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11302392,73317,99114,4.0,1534268898,Django Unchained (2012),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
19828631,128864,3686,3.0,1453038274,Flatliners (1990),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
9511319,61803,7036,2.0,1153848207,Teen Wolf (1985),0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1648454,11004,45431,4.0,1524886665,Over the Hedge (2006),0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19440674,126194,73266,3.0,1275701732,Youth in Revolt (2009),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11502465,74579,36,5.0,869248130,Dead Man Walking (1995),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8060337,52419,68157,3.5,1269132871,Inglourious Basterds (2009),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
23937957,155536,2134,4.0,965368896,Weird Science (1985),0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3270862,21591,593,4.0,1335300752,"Silence of the Lambs, The (1991)",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7904619,51338,81782,3.0,1301989307,Unstoppable (2010),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
21324554,138572,904,5.0,950909565,Rear Window (1954),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
861137,5802,446,4.0,833144075,Farewell My Concubine (Ba wang bie ji) (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1418019,9529,3398,5.0,1054038201,"Muppets Take Manhattan, The (1984)",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1123912,7571,1222,3.5,1084533329,Full Metal Jacket (1987),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11585213,75131,151,4.0,842561649,Rob Roy (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2634595,17515,168326,3.5,1532028201,The Big Sick (2017),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24004245,155990,7293,4.5,1122855454,50 First Dates (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15593141,100978,8636,3.0,1317752980,Spider-Man 2 (2004),0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4755634,31054,2858,5.0,1227388293,American Beauty (1999),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13508345,87400,8670,5.0,1171275485,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
19462162,126338,2906,2.0,945065580,Random Hearts (1999),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23716383,154032,733,3.5,1324700771,"Rock, The (1996)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16988462,110160,2011,3.0,944372164,Back to the Future Part II (1989),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
